,Artists,Song,Rank,Week
3084,Kanye West Featuring T.I.,Ye vs The People,85,2018-05-12
3085,Cardi B Featuring Kehlani,Ring,86,2018-05-12
3086,Foster The People,Sit Next To Me,87,2018-05-12
3087,Bad Wolves,Zombie,88,2018-05-12
3088,Cardi B Featuring SZA,I Do,89,2018-05-12
3089,Darius Rucker,For The First Time,90,2018-05-12
3090,Blake Shelton,I Lived It,91,2018-05-12
3091,Dierks Bentley,"Woman, Amen",92,2018-05-12
3092,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,93,2018-05-12
3093,Ozuna & Romeo Santos,El Farsante,94,2018-05-12
3094,YoungBoy Never Broke Again,Diamond Teeth Samurai,95,2018-05-12
3095,XXXTENTACION,Changes,96,2018-05-12
3096,David Lee Murphy & Kenny Chesney,Everything's Gonna Be Alright,97,2018-05-12
3097,Tank,When We,98,2018-05-12
3098,Halsey Featuring Big Sean & Stefflon Don,Alone,99,2018-05-12
3099,Lil Skies Featuring Landon Cube,Red Roses,100,2018-05-12
3100,Drake,Nice For What,1,2018-05-05
3101,Drake,God's Plan,2,2018-05-05
3102,Ariana Grande,No Tears Left To Cry,3,2018-05-05
3103,Bebe Rexha & Florida Georgia Line,Meant To Be,4,2018-05-05
3104,Post Malone Featuring Ty Dolla $ign,Psycho,5,2018-05-05
3105,J. Cole,ATM,6,2018-05-05
3106,"Zedd, Maren Morris & Grey",The Middle,7,2018-05-05
3107,J. Cole,Kevin's Heart,8,2018-05-05
3108,BlocBoy JB Featuring Drake,Look Alive,9,2018-05-05
3109,J. Cole,KOD,10,2018-05-05
3110,Ed Sheeran,Perfect,11,2018-05-05
3111,Lil Dicky Featuring Chris Brown,Freaky Friday,12,2018-05-05
3112,Camila Cabello,Never Be The Same,13,2018-05-05
3113,J. Cole,Photograph,14,2018-05-05
3114,J. Cole,Motiv8,15,2018-05-05
3115,"Cardi B, Bad Bunny & J Balvin",I Like It,16,2018-05-05
3116,Bazzi,Mine,17,2018-05-05
3117,Migos Featuring Drake,Walk It Talk It,18,2018-05-05
3118,The Weeknd,Call Out My Name,19,2018-05-05
3119,J. Cole,1985 (Intro To The Fall Off),20,2018-05-05
3120,Rich The Kid,Plug Walk,21,2018-05-05
3121,Camila Cabello Featuring Young Thug,Havana,22,2018-05-05
3122,Cardi B,Be Careful,23,2018-05-05
3123,Marshmello & Anne-Marie,Friends,24,2018-05-05
3124,Bruno Mars & Cardi B,Finesse,25,2018-05-05
3125,Imagine Dragons,Whatever It Takes,26,2018-05-05
3126,The Weeknd & Kendrick Lamar,Pray For Me,27,2018-05-05
3127,J. Cole Featuring kiLL edward,The Cut Off,28,2018-05-05
3128,Kane Brown,Heaven,29,2018-05-05
3129,J. Cole,Brackets,30,2018-05-05
3130,XXXTENTACION,Sad!,31,2018-05-05
3131,Post Malone Featuring 21 Savage,Rockstar,32,2018-05-05
3132,Dua Lipa,New Rules,33,2018-05-05
3133,Avicii,Wake Me Up!,34,2018-05-05
3134,Famous Dex,Japan,35,2018-05-05
3135,Shawn Mendes,In My Blood,36,2018-05-05
3136,Lil Pump,Esskeetit,37,2018-05-05
3137,Jason Aldean,You Make It Easy,38,2018-05-05
3138,Migos,Stir Fry,39,2018-05-05
3139,Rae Sremmurd & Juicy J,Powerglide,40,2018-05-05
3140,J. Cole,Window Pain (Outro),41,2018-05-05
3141,Maroon 5,Wait,42,2018-05-05
3142,Offset & Metro Boomin,Ric Flair Drip,43,2018-05-05
3143,Kendrick Lamar & SZA,All The Stars,44,2018-05-05
3144,Imagine Dragons,Thunder,45,2018-05-05
3145,J. Cole Featuring kiLL edward,Friends,46,2018-05-05
3146,J. Cole,Once An Addict (Interlude),47,2018-05-05
3147,Nicki Minaj,Chun-Li,48,2018-05-05
3148,NF,Let You Down,49,2018-05-05
3149,Portugal. The Man,Feel It Still,50,2018-05-05
3150,Cardi B Featuring Migos,Drip,51,2018-05-05
3151,Taylor Swift,Delicate,52,2018-05-05
3152,J. Cole,Intro,53,2018-05-05
3153,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,54,2018-05-05
3154,Ella Mai,Boo'd Up,55,2018-05-05
3155,Nicky Jam x J Balvin,X,56,2018-05-05
3156,"Khalid, Ty Dolla $ign & 6LACK",OTW,57,2018-05-05
3157,Meghan Trainor,No Excuses,58,2018-05-05
3158,Khalid & Normani,Love Lies,59,2018-05-05
3159,Cardi B Featuring 21 Savage,Bartier Cardi,60,2018-05-05
3160,Rich The Kid Featuring Kendrick Lamar,New Freezer,61,2018-05-05
3161,Luke Bryan,Most People Are Good,62,2018-05-05
3162,Dan + Shay,Tequila,63,2018-05-05
3163,Calvin Harris & Dua Lipa,One Kiss,64,2018-05-05
3164,Justin Timberlake Featuring Chris Stapleton,Say Something,65,2018-05-05
3165,Logic & Marshmello,Everyday,66,2018-05-05
3166,Jordan Davis,Singles You Up,67,2018-05-05
3167,Luke Combs,One Number Away,68,2018-05-05
3168,YoungBoy Never Broke Again,Outside Today,69,2018-05-05
3169,Cardi B Featuring SZA,I Do,70,2018-05-05
3170,Cardi B Featuring Kehlani,Ring,71,2018-05-05
3171,Sugarland Featuring Taylor Swift,Babe,72,2018-05-05
3172,Dua Lipa,IDGAF,73,2018-05-05
3173,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,74,2018-05-05
3174,Daddy Yankee,Dura,75,2018-05-05
3175,Bad Wolves,Zombie,76,2018-05-05
3176,Lauv,I Like Me Better,77,2018-05-05
3177,Nicki Minaj,Barbie Tingz,78,2018-05-05
3178,Foster The People,Sit Next To Me,79,2018-05-05
3179,Blake Shelton,I Lived It,80,2018-05-05
3180,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,Dame Tu Cosita,81,2018-05-05
3181,Kenny Chesney,Get Along,82,2018-05-05
3182,XXXTENTACION,Changes,83,2018-05-05
3183,Morgan Wallen Featuring Florida Georgia Line,Up Down,84,2018-05-05
3184,Brett Eldredge,The Long Way,85,2018-05-05
3185,Darius Rucker,For The First Time,86,2018-05-05
3186,Ozuna & Romeo Santos,El Farsante,87,2018-05-05
3187,Dierks Bentley,"Woman, Amen",88,2018-05-05
3188,YoungBoy Never Broke Again,Diamond Teeth Samurai,89,2018-05-05
3189,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,90,2018-05-05
3190,Keala Settle & The Greatest Showman Ensemble,This Is Me,91,2018-05-05
3191,Halsey Featuring Big Sean & Stefflon Don,Alone,92,2018-05-05
3192,Lil Skies Featuring Landon Cube,Red Roses,93,2018-05-05
3193,XXXTENTACION,Moonlight,94,2018-05-05
3194,David Lee Murphy & Kenny Chesney,Everything's Gonna Be Alright,95,2018-05-05
3195,Carrie Underwood,Cry Pretty,96,2018-05-05
3196,Tank,When We,97,2018-05-05
3197,Rae Sremmurd & Travis Scott,Close,98,2018-05-05
3198,Cardi B,Thru Your Phone,99,2018-05-05
3199,Cardi B Featuring Chance The Rapper,Best Life,100,2018-05-05
3200,Drake,Nice For What,1,2018-04-28
3201,Drake,God's Plan,2,2018-04-28
3202,Bebe Rexha & Florida Georgia Line,Meant To Be,3,2018-04-28
3203,Post Malone Featuring Ty Dolla $ign,Psycho,4,2018-04-28
3204,"Zedd, Maren Morris & Grey",The Middle,5,2018-04-28
3205,BlocBoy JB Featuring Drake,Look Alive,6,2018-04-28
3206,Ed Sheeran,Perfect,7,2018-04-28
3207,Lil Dicky Featuring Chris Brown,Freaky Friday,8,2018-04-28
3208,"Cardi B, Bad Bunny & J Balvin",I Like It,9,2018-04-28
3209,Nicki Minaj,Chun-Li,10,2018-04-28
3210,Migos Featuring Drake,Walk It Talk It,11,2018-04-28
3211,Bruno Mars & Cardi B,Finesse,12,2018-04-28
3212,Camila Cabello,Never Be The Same,13,2018-04-28
3213,Bazzi,Mine,14,2018-04-28
3214,Cardi B,Be Careful,15,2018-04-28
3215,Rich The Kid,Plug Walk,16,2018-04-28
3216,The Weeknd,Call Out My Name,17,2018-04-28
3217,The Weeknd & Kendrick Lamar,Pray For Me,18,2018-04-28
3218,Camila Cabello Featuring Young Thug,Havana,19,2018-04-28
3219,Imagine Dragons,Whatever It Takes,20,2018-04-28
3220,Marshmello & Anne-Marie,Friends,21,2018-04-28
3221,XXXTENTACION,Sad!,22,2018-04-28
3222,Migos,Stir Fry,23,2018-04-28
3223,Lil Pump,Esskeetit,24,2018-04-28
3224,Nicki Minaj,Barbie Tingz,25,2018-04-28
3225,Kane Brown,Heaven,26,2018-04-28
3226,Post Malone Featuring 21 Savage,Rockstar,27,2018-04-28
3227,Famous Dex,Japan,28,2018-04-28
3228,Jason Aldean,You Make It Easy,29,2018-04-28
3229,Dua Lipa,New Rules,30,2018-04-28
3230,Kendrick Lamar & SZA,All The Stars,31,2018-04-28
3231,Offset & Metro Boomin,Ric Flair Drip,32,2018-04-28
3232,Cardi B Featuring Migos,Drip,33,2018-04-28
3233,Imagine Dragons,Thunder,34,2018-04-28
3234,Rae Sremmurd & Juicy J,Powerglide,35,2018-04-28
3235,Maroon 5,Wait,36,2018-04-28
3236,NF,Let You Down,37,2018-04-28
3237,Shawn Mendes,In My Blood,38,2018-04-28
3238,Portugal. The Man,Feel It Still,39,2018-04-28
3239,Cardi B Featuring 21 Savage,Bartier Cardi,40,2018-04-28
3240,Justin Timberlake Featuring Chris Stapleton,Say Something,41,2018-04-28
3241,Cardi B Featuring SZA,I Do,42,2018-04-28
3242,Luke Bryan,Most People Are Good,43,2018-04-28
3243,Cardi B Featuring Kehlani,Ring,44,2018-04-28
3244,MAX Featuring gnash,Lights Down Low,45,2018-04-28
3245,Post Malone,I Fall Apart,46,2018-04-28
3246,G-Eazy & Halsey,Him & I,47,2018-04-28
3247,Carrie Underwood,Cry Pretty,48,2018-04-28
3248,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,49,2018-04-28
3249,Halsey,Bad At Love,50,2018-04-28
3250,Taylor Swift,Delicate,51,2018-04-28
3251,Rich The Kid Featuring Kendrick Lamar,New Freezer,52,2018-04-28
3252,Meghan Trainor,No Excuses,53,2018-04-28
3253,Khalid & Normani,Love Lies,54,2018-04-28
3254,Nicky Jam x J Balvin,X,55,2018-04-28
3255,Thomas Rhett,Marry Me,56,2018-04-28
3256,Dan + Shay,Tequila,57,2018-04-28
3257,YoungBoy Never Broke Again,Outside Today,58,2018-04-28
3258,Jordan Davis,Singles You Up,59,2018-04-28
3259,Dua Lipa,IDGAF,60,2018-04-28
3260,YoungBoy Never Broke Again,Diamond Teeth Samurai,61,2018-04-28
3261,Ella Mai,Boo'd Up,62,2018-04-28
3262,Logic & Marshmello,Everyday,63,2018-04-28
3263,Calvin Harris & Dua Lipa,One Kiss,64,2018-04-28
3264,Brett Eldredge,The Long Way,65,2018-04-28
3265,Blake Shelton,I Lived It,66,2018-04-28
3266,Cardi B Featuring Chance The Rapper,Best Life,67,2018-04-28
3267,Cardi B,Bickenhead,68,2018-04-28
3268,XXXTENTACION,Changes,69,2018-04-28
3269,Luke Combs,One Number Away,70,2018-04-28
3270,Ozuna & Romeo Santos,El Farsante,71,2018-04-28
3271,Daddy Yankee,Dura,72,2018-04-28
3272,Zayn,Let Me,73,2018-04-28
3273,Bad Wolves,Zombie,74,2018-04-28
3274,Cardi B,Thru Your Phone,75,2018-04-28
3275,The Weeknd,Wasted Times,76,2018-04-28
3276,Cardi B,Get Up 10,77,2018-04-28
3277,Kenny Chesney,Get Along,78,2018-04-28
3278,Lauv,I Like Me Better,79,2018-04-28
3279,Foster The People,Sit Next To Me,80,2018-04-28
3280,Dierks Bentley,"Woman, Amen",81,2018-04-28
3281,Darius Rucker,For The First Time,82,2018-04-28
3282,Keala Settle & The Greatest Showman Ensemble,This Is Me,83,2018-04-28
3283,Swae Lee Featuring Slim Jxmmi,Guatemala,84,2018-04-28
3284,XXXTENTACION,Moonlight,85,2018-04-28
3285,Morgan Wallen Featuring Florida Georgia Line,Up Down,86,2018-04-28
3286,Cardi B,Money Bag,87,2018-04-28
3287,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,88,2018-04-28
3288,Young Thug Featuring Nicki Minaj,Anybody,89,2018-04-28
3289,Cardi B & YG,She Bad,90,2018-04-28
3290,6ix9ine,Billy,91,2018-04-28
3291,Tank,When We,92,2018-04-28
3292,Lil Skies Featuring Landon Cube,Red Roses,93,2018-04-28
3293,"DJ Khaled Featuring JAY Z, Future & B",Top Off,94,2018-04-28
3294,High Valley,She's With Me,95,2018-04-28
3295,Daniel Caesar Featuring Kali Uchis,Get You,96,2018-04-28
3296,SZA,Broken Clocks,97,2018-04-28
3297,Scotty McCreery,Five More Minutes,98,2018-04-28
3298,6ix9ine,Gotti,99,2018-04-28
3299,Derez De'Shon,Hardaway,100,2018-04-28
3300,Drake,Nice For What,1,2018-04-21
3301,Drake,God's Plan,2,2018-04-21
3302,Bebe Rexha & Florida Georgia Line,Meant To Be,3,2018-04-21
3303,Post Malone Featuring Ty Dolla $ign,Psycho,4,2018-04-21
3304,BlocBoy JB Featuring Drake,Look Alive,5,2018-04-21
3305,"Zedd, Maren Morris & Grey",The Middle,6,2018-04-21
3306,Ed Sheeran,Perfect,7,2018-04-21
3307,"Cardi B, Bad Bunny & J Balvin",I Like It,8,2018-04-21
3308,Lil Dicky Featuring Chris Brown,Freaky Friday,9,2018-04-21
3309,Bruno Mars & Cardi B,Finesse,10,2018-04-21
3310,Cardi B,Be Careful,11,2018-04-21
3311,Migos Featuring Drake,Walk It Talk It,12,2018-04-21
3312,Rich The Kid,Plug Walk,13,2018-04-21
3313,Bazzi,Mine,14,2018-04-21
3314,Camila Cabello,Never Be The Same,15,2018-04-21
3315,Camila Cabello Featuring Young Thug,Havana,16,2018-04-21
3316,The Weeknd & Kendrick Lamar,Pray For Me,17,2018-04-21
3317,XXXTENTACION,Sad!,18,2018-04-21
3318,Migos,Stir Fry,19,2018-04-21
3319,The Weeknd,Call Out My Name,20,2018-04-21
3320,Cardi B Featuring Migos,Drip,21,2018-04-21
3321,Imagine Dragons,Whatever It Takes,22,2018-04-21
3322,Cardi B Featuring SZA,I Do,23,2018-04-21
3323,Post Malone Featuring 21 Savage,Rockstar,24,2018-04-21
3324,Kendrick Lamar & SZA,All The Stars,25,2018-04-21
3325,Offset & Metro Boomin,Ric Flair Drip,26,2018-04-21
3326,Dua Lipa,New Rules,27,2018-04-21
3327,Cardi B Featuring Kehlani,Ring,28,2018-04-21
3328,Famous Dex,Japan,29,2018-04-21
3329,Kane Brown,Heaven,30,2018-04-21
3330,NF,Let You Down,31,2018-04-21
3331,Cardi B Featuring 21 Savage,Bartier Cardi,32,2018-04-21
3332,Imagine Dragons,Thunder,33,2018-04-21
3333,Marshmello & Anne-Marie,Friends,34,2018-04-21
3334,Maroon 5,Wait,35,2018-04-21
3335,Rae Sremmurd & Juicy J,Powerglide,36,2018-04-21
3336,Shawn Mendes,In My Blood,37,2018-04-21
3337,Cardi B,Get Up 10,38,2018-04-21
3338,Cardi B Featuring Chance The Rapper,Best Life,39,2018-04-21
3339,Portugal. The Man,Feel It Still,40,2018-04-21
3340,Jason Aldean,You Make It Easy,41,2018-04-21
3341,Justin Timberlake Featuring Chris Stapleton,Say Something,42,2018-04-21
3342,Cardi B,Bickenhead,43,2018-04-21
3343,G-Eazy & Halsey,Him & I,44,2018-04-21
3344,MAX Featuring gnash,Lights Down Low,45,2018-04-21
3345,Post Malone,I Fall Apart,46,2018-04-21
3346,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,47,2018-04-21
3347,Halsey,Bad At Love,48,2018-04-21
3348,Rich The Kid Featuring Kendrick Lamar,New Freezer,49,2018-04-21
3349,Cardi B,Thru Your Phone,50,2018-04-21
3350,Jordan Davis,Singles You Up,51,2018-04-21
3351,YoungBoy Never Broke Again,Outside Today,52,2018-04-21
3352,Meghan Trainor,No Excuses,53,2018-04-21
3353,Taylor Swift,Delicate,54,2018-04-21
3354,Thomas Rhett,Marry Me,55,2018-04-21
3355,Khalid & Normani,Love Lies,56,2018-04-21
3356,Cardi B & YG,She Bad,57,2018-04-21
3357,Cardi B,Money Bag,58,2018-04-21
3358,YoungBoy Never Broke Again,Diamond Teeth Samurai,59,2018-04-21
3359,Luke Bryan,Most People Are Good,60,2018-04-21
3360,Nicky Jam x J Balvin,X,61,2018-04-21
3361,Calvin Harris & Dua Lipa,One Kiss,62,2018-04-21
3362,The Weeknd,Wasted Times,63,2018-04-21
3363,Dua Lipa,IDGAF,64,2018-04-21
3364,A$AP Rocky Featuring Moby,A$AP Forever,65,2018-04-21
3365,XXXTENTACION,Changes,66,2018-04-21
3366,Bad Wolves,Zombie,67,2018-04-21
3367,6ix9ine,Billy,68,2018-04-21
3368,Demi Lovato,Tell Me You Love Me,69,2018-04-21
3369,Daddy Yankee,Dura,70,2018-04-21
3370,Brett Eldredge,The Long Way,71,2018-04-21
3371,Ella Mai,Boo'd Up,72,2018-04-21
3372,Ozuna & Romeo Santos,El Farsante,73,2018-04-21
3373,The Weeknd,Try Me,74,2018-04-21
3374,Luke Combs,One Number Away,75,2018-04-21
3375,Logic & Marshmello,Everyday,76,2018-04-21
3376,Dan + Shay,Tequila,77,2018-04-21
3377,XXXTENTACION,Moonlight,78,2018-04-21
3378,Foster The People,Sit Next To Me,79,2018-04-21
3379,Lauv,I Like Me Better,80,2018-04-21
3380,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,81,2018-04-21
3381,Chris Stapleton,Broken Halos,82,2018-04-21
3382,Nicki Minaj,Barbie Tingz,83,2018-04-21
3383,Derez De'Shon,Hardaway,84,2018-04-21
3384,Kenny Chesney,Get Along,85,2018-04-21
3385,Queen Naija,Medicine,86,2018-04-21
3386,High Valley,She's With Me,87,2018-04-21
3387,Morgan Wallen Featuring Florida Georgia Line,Up Down,88,2018-04-21
3388,Scotty McCreery,Five More Minutes,89,2018-04-21
3389,"DJ Khaled Featuring JAY Z, Future & B",Top Off,90,2018-04-21
3390,Tank,When We,91,2018-04-21
3391,Nicki Minaj,Chun-Li,92,2018-04-21
3392,Devin Dawson,All On Me,93,2018-04-21
3393,Lil Skies Featuring Landon Cube,Red Roses,94,2018-04-21
3394,Blake Shelton,I Lived It,95,2018-04-21
3395,Alice Merton,No Roots,96,2018-04-21
3396,SZA,Broken Clocks,97,2018-04-21
3397,Darius Rucker,For The First Time,98,2018-04-21
3398,2 Chainz Featuring YG & Offset,Proud,99,2018-04-21
3399,Halsey Featuring Big Sean & Stefflon Don,Alone,100,2018-04-21
3400,Drake,God's Plan,1,2018-04-14
3401,Bebe Rexha & Florida Georgia Line,Meant To Be,2,2018-04-14
3402,Post Malone Featuring Ty Dolla $ign,Psycho,3,2018-04-14
3403,The Weeknd,Call Out My Name,4,2018-04-14
3404,BlocBoy JB Featuring Drake,Look Alive,5,2018-04-14
3405,"Zedd, Maren Morris & Grey",The Middle,6,2018-04-14
3406,Ed Sheeran,Perfect,7,2018-04-14
3407,Bruno Mars & Cardi B,Finesse,8,2018-04-14
3408,Lil Dicky Featuring Chris Brown,Freaky Friday,9,2018-04-14
3409,Migos Featuring Drake,Walk It Talk It,10,2018-04-14
3410,Camila Cabello Featuring Young Thug,Havana,11,2018-04-14
3411,Bazzi,Mine,12,2018-04-14
3412,Rich The Kid,Plug Walk,13,2018-04-14
3413,Camila Cabello,Never Be The Same,14,2018-04-14
3414,The Weeknd & Kendrick Lamar,Pray For Me,15,2018-04-14
3415,Cardi B,Be Careful,16,2018-04-14
3416,Migos,Stir Fry,17,2018-04-14
3417,XXXTENTACION,Sad!,18,2018-04-14
3418,Kendrick Lamar & SZA,All The Stars,19,2018-04-14
3419,Offset & Metro Boomin,Ric Flair Drip,20,2018-04-14
3420,Post Malone Featuring 21 Savage,Rockstar,21,2018-04-14
3421,Dua Lipa,New Rules,22,2018-04-14
3422,Imagine Dragons,Whatever It Takes,23,2018-04-14
3423,NF,Let You Down,24,2018-04-14
3424,Marshmello & Anne-Marie,Friends,25,2018-04-14
3425,The Weeknd,Try Me,26,2018-04-14
3426,The Weeknd,Wasted Times,27,2018-04-14
3427,Kane Brown,Heaven,28,2018-04-14
3428,Imagine Dragons,Thunder,29,2018-04-14
3429,Maroon 5,Wait,30,2018-04-14
3430,Shawn Mendes,In My Blood,31,2018-04-14
3431,G-Eazy & Halsey,Him & I,32,2018-04-14
3432,MAX Featuring gnash,Lights Down Low,33,2018-04-14
3433,Rae Sremmurd & Juicy J,Powerglide,34,2018-04-14
3434,The Weeknd Featuring Gesaffelstein,I Was Never There,35,2018-04-14
3435,Jason Aldean,You Make It Easy,36,2018-04-14
3436,Justin Timberlake Featuring Chris Stapleton,Say Something,37,2018-04-14
3437,Portugal. The Man,Feel It Still,38,2018-04-14
3438,Post Malone,I Fall Apart,39,2018-04-14
3439,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,40,2018-04-14
3440,Rich The Kid Featuring Kendrick Lamar,New Freezer,41,2018-04-14
3441,Halsey,Bad At Love,42,2018-04-14
3442,The Weeknd Featuring Gesaffelstein,Hurt You,43,2018-04-14
3443,Thomas Rhett,Marry Me,44,2018-04-14
3444,Queen Naija,Medicine,45,2018-04-14
3445,Taylor Swift,Delicate,46,2018-04-14
3446,Nicky Jam x J Balvin,X,47,2018-04-14
3447,N*E*R*D & Rihanna,Lemon,48,2018-04-14
3448,Luke Bryan,Most People Are Good,49,2018-04-14
3449,Jordan Davis,Singles You Up,50,2018-04-14
3450,Cardi B Featuring 21 Savage,Bartier Cardi,51,2018-04-14
3451,The Weeknd,Privilege,52,2018-04-14
3452,Famous Dex,Japan,53,2018-04-14
3453,YoungBoy Never Broke Again,Outside Today,54,2018-04-14
3454,Meghan Trainor,No Excuses,55,2018-04-14
3455,Khalid & Normani,Love Lies,56,2018-04-14
3456,Dua Lipa,IDGAF,57,2018-04-14
3457,XXXTENTACION,Changes,58,2018-04-14
3458,Daddy Yankee,Dura,59,2018-04-14
3459,6ix9ine,Billy,60,2018-04-14
3460,Bad Wolves,Zombie,61,2018-04-14
3461,Demi Lovato,Tell Me You Love Me,62,2018-04-14
3462,Ozuna & Romeo Santos,El Farsante,63,2018-04-14
3463,Chris Stapleton,Broken Halos,64,2018-04-14
3464,Brett Eldredge,The Long Way,65,2018-04-14
3465,Dan + Shay,Tequila,66,2018-04-14
3466,Luke Combs,One Number Away,67,2018-04-14
3467,Derez De'Shon,Hardaway,68,2018-04-14
3468,Logic & Marshmello,Everyday,69,2018-04-14
3469,"DJ Khaled Featuring JAY Z, Future & B",Top Off,70,2018-04-14
3470,XXXTENTACION,Moonlight,71,2018-04-14
3471,Foster The People,Sit Next To Me,72,2018-04-14
3472,Lauv,I Like Me Better,73,2018-04-14
3473,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,74,2018-04-14
3474,Devin Dawson,All On Me,75,2018-04-14
3475,Scotty McCreery,Five More Minutes,76,2018-04-14
3476,Lil Skies Featuring Landon Cube,Red Roses,77,2018-04-14
3477,Ella Mai,Boo'd Up,78,2018-04-14
3478,High Valley,She's With Me,79,2018-04-14
3479,Tank,When We,80,2018-04-14
3480,Blake Shelton,I Lived It,81,2018-04-14
3481,SZA,Broken Clocks,82,2018-04-14
3482,Morgan Wallen Featuring Florida Georgia Line,Up Down,83,2018-04-14
3483,Alice Merton,No Roots,84,2018-04-14
3484,Lil Skies Featuring Landon Cube,Nowadays,85,2018-04-14
3485,Panic! At The Disco,Say Amen (Saturday Night),86,2018-04-14
3486,YoungBoy Never Broke Again,No Smoke,87,2018-04-14
3487,Chris Brown,Tempo,88,2018-04-14
3488,"Tyler, The Creator",OKRA,89,2018-04-14
3489,Darius Rucker,For The First Time,90,2018-04-14
3490,Luis Fonsi & Demi Lovato,Echame La Culpa,91,2018-04-14
3491,Chris Lane Featuring Tori Kelly,Take Back Home Girl,92,2018-04-14
3492,Old Dominion,Written In The Sand,93,2018-04-14
3493,Dierks Bentley,"Woman, Amen",94,2018-04-14
3494,Ozuna x Cardi B,La Modelo,95,2018-04-14
3495,2 Chainz Featuring YG & Offset,Proud,96,2018-04-14
3496,P!nk,Beautiful Trauma,97,2018-04-14
3497,Lil Yachty Featuring NBA YoungBoy,NBAYoungboat,98,2018-04-14
3498,Daniel Caesar Featuring Kali Uchis,Get You,99,2018-04-14
3499,H.E.R.,Focus,100,2018-04-14
3500,Drake,God's Plan,1,2018-04-07
3501,Bebe Rexha & Florida Georgia Line,Meant To Be,2,2018-04-07
3502,Bruno Mars & Cardi B,Finesse,3,2018-04-07
3503,Post Malone Featuring Ty Dolla $ign,Psycho,4,2018-04-07
3504,Ed Sheeran,Perfect,5,2018-04-07
3505,BlocBoy JB Featuring Drake,Look Alive,6,2018-04-07
3506,"Zedd, Maren Morris & Grey",The Middle,7,2018-04-07
3507,Lil Dicky Featuring Chris Brown,Freaky Friday,8,2018-04-07
3508,XXXTENTACION,Sad!,9,2018-04-07
3509,Camila Cabello Featuring Young Thug,Havana,10,2018-04-07
3510,Bazzi,Mine,11,2018-04-07
3511,The Weeknd & Kendrick Lamar,Pray For Me,12,2018-04-07
3512,Migos,Stir Fry,13,2018-04-07
3513,Camila Cabello,Never Be The Same,14,2018-04-07
3514,Migos Featuring Drake,Walk It Talk It,15,2018-04-07
3515,Kendrick Lamar & SZA,All The Stars,16,2018-04-07
3516,Offset & Metro Boomin,Ric Flair Drip,17,2018-04-07
3517,Rich The Kid,Plug Walk,18,2018-04-07
3518,NF,Let You Down,19,2018-04-07
3519,Dua Lipa,New Rules,20,2018-04-07
3520,Post Malone Featuring 21 Savage,Rockstar,21,2018-04-07
3521,Shawn Mendes,In My Blood,22,2018-04-07
3522,Imagine Dragons,Whatever It Takes,23,2018-04-07
3523,Imagine Dragons,Thunder,24,2018-04-07
3524,G-Eazy & Halsey,Him & I,25,2018-04-07
3525,Maroon 5,Wait,26,2018-04-07
3526,MAX Featuring gnash,Lights Down Low,27,2018-04-07
3527,Kane Brown,Heaven,28,2018-04-07
3528,Post Malone,I Fall Apart,29,2018-04-07
3529,Marshmello & Anne-Marie,Friends,30,2018-04-07
3530,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,31,2018-04-07
